"","trust_government","health_satisfaction","transport_satisfaction","admin_satisfaction","social_satisfaction","financial_satisfaction","food_markets_satisfaction","non_food_markets_satisfaction"
"7992",-2,1,NA,NA,NA,2,-1,-1
"7993",0,-1,NA,1,NA,-1,-1,-1
"7994",-2,NA,-2,-2,NA,2,2,2
"7995",-2,-1,NA,NA,NA,1,-1,0
"7996",1,1,NA,NA,NA,1,1,1
"7997",-2,2,NA,NA,NA,-1,2,2
"7998",1,NA,2,NA,NA,-1,-1,-1
"7999",-2,1,NA,NA,NA,2,2,2
"8000",-2,NA,1,NA,NA,-1,2,2
"8001",-2,NA,NA,NA,NA,1,2,2
"8002",2,NA,0,NA,NA,2,2,2
"8003",-2,NA,-2,NA,NA,1,1,1
"8004",-2,NA,NA,NA,NA,-1,-1,-1
"8005",-2,NA,-1,NA,1,1,-1,-1
"8006",2,NA,0,NA,NA,-1,1,1
"8007",-1,NA,NA,1,NA,-1,-1,-1
"8008",-2,1,NA,NA,NA,0,0,0
"8009",0,NA,0,1,NA,2,2,2
"8010",-2,NA,NA,1,NA,2,2,1
"8011",-1,NA,NA,NA,NA,-1,-1,-1
"8012",1,NA,1,NA,NA,-1,1,1
"8013",-2,NA,NA,NA,NA,2,1,1
"8014",-2,-1,NA,NA,NA,-1,-1,2
"8015",0,NA,1,NA,NA,2,2,2
"8016",2,1,-1,NA,NA,1,1,1
"8017",2,-1,NA,-1,NA,-1,1,1
"8018",-1,NA,NA,NA,NA,-1,1,1
"8019",-2,NA,NA,NA,NA,-1,1,1
"8020",2,2,NA,NA,2,2,1,1
"8021",-1,-1,NA,2,1,2,-1,0
"8022",-2,NA,NA,-1,NA,2,-1,-1
"8023",-2,NA,1,NA,NA,1,1,1
"8024",1,NA,NA,NA,NA,-1,2,2
"8025",1,NA,NA,2,NA,1,2,2
"8026",2,NA,NA,NA,NA,2,1,1
"8027",1,2,2,2,2,-1,2,2
"8028",-2,NA,-2,NA,NA,1,1,1
"8029",-2,NA,NA,NA,NA,1,1,1
"8030",1,1,-1,NA,NA,2,1,1
"8031",-1,2,NA,2,NA,2,-1,-1
"8032",-1,1,-1,NA,NA,2,1,1
"8033",-2,0,0,0,NA,2,2,2
"8034",-2,NA,NA,-1,NA,0,2,2
"8035",-2,NA,NA,NA,NA,1,1,1
"8036",0,1,1,NA,NA,-1,2,-1
"8037",-1,1,NA,NA,NA,2,1,1
"8038",0,NA,NA,NA,NA,1,-1,-1
"8039",1,NA,NA,NA,NA,2,-1,1
"8040",-1,NA,NA,NA,NA,2,2,2
"8041",-2,1,1,NA,NA,1,-1,-1
"8042",-2,NA,NA,NA,NA,1,2,2
"8043",-1,1,NA,NA,NA,2,2,2
"8044",1,NA,-1,NA,-1,0,1,-2
"8045",-2,1,NA,NA,NA,2,1,1
"8046",2,1,NA,1,NA,2,2,2
"8047",-2,NA,NA,NA,NA,0,2,0
"8048",-2,NA,NA,NA,NA,1,-2,-2
"8049",1,NA,-1,1,1,-1,1,1
"8050",-2,NA,NA,-1,NA,1,0,0
"8051",-2,NA,NA,NA,NA,1,1,1
"8052",0,1,NA,NA,NA,2,2,2
"8053",-2,NA,1,1,NA,2,2,2
"8054",0,-1,-1,NA,NA,1,1,-1
"8055",1,-1,-2,NA,NA,2,1,1
"8056",-2,1,NA,-1,1,1,-1,-1
"8057",1,NA,2,NA,NA,2,2,1
"8058",-1,NA,-1,NA,NA,-1,2,2
"8059",1,0,-2,NA,1,1,-2,NA
"8060",-2,-2,NA,2,NA,2,2,2
"8061",0,1,1,1,NA,NA,2,2
"8062",1,1,NA,-1,NA,2,-1,-1
"8063",2,0,-2,2,NA,2,-1,-1
"8064",1,1,NA,1,1,1,1,-2
"8065",-1,-1,NA,NA,NA,-1,1,0
"8066",-2,-1,-2,NA,NA,-1,2,2
"8067",-2,1,NA,NA,NA,1,-1,-1
"8068",-2,1,NA,NA,-1,2,-1,-1
"8069",0,-1,NA,NA,NA,0,2,2
"8070",-1,-1,-1,NA,NA,1,2,2
"8071",2,NA,2,NA,NA,2,2,2
"8072",-1,NA,-1,2,NA,0,-1,-1
"8073",0,0,0,NA,1,1,-1,-2
"8074",1,NA,NA,NA,NA,2,1,1
"8075",0,NA,1,NA,NA,2,2,2
"8076",1,NA,2,NA,NA,1,2,2
"8077",-1,1,NA,NA,NA,-1,2,2
"8078",1,-1,1,1,NA,2,1,1
"8079",1,NA,NA,NA,NA,2,1,1
"8080",-2,NA,NA,NA,NA,2,NA,1
"8081",1,NA,-2,2,NA,-2,1,-1
"8082",0,-1,NA,NA,NA,0,1,1
"8083",-2,NA,NA,NA,NA,NA,1,1
"8084",-2,-1,-1,NA,NA,-1,2,-1
"8085",0,2,NA,NA,NA,2,2,2
"8086",1,1,NA,NA,NA,1,1,1
"8087",-2,1,-2,2,NA,1,1,1
"8088",-2,1,2,1,NA,2,-2,-2
"8089",2,2,NA,NA,NA,1,1,1
"8090",2,NA,1,2,NA,1,2,2
"8091",-2,-1,2,NA,NA,2,1,0
"8092",-1,-1,NA,-1,NA,1,-1,1
"8093",-2,2,NA,NA,NA,2,1,1
"8094",-1,NA,NA,NA,2,-1,1,-2
"8095",1,NA,1,NA,NA,1,-1,-1
"8096",0,1,2,NA,NA,2,2,2
"8097",-1,NA,1,NA,NA,NA,1,1
"8098",0,NA,0,NA,NA,2,2,2
"8099",0,NA,-2,-1,NA,-1,-1,1
"8100",-1,1,NA,2,NA,2,0,0
"8101",2,NA,2,NA,NA,-1,1,1
"8102",2,NA,NA,NA,2,2,-1,NA
"8103",2,-1,-1,NA,NA,NA,-1,-2
"8104",-2,1,NA,NA,NA,1,1,0
"8105",1,NA,1,NA,NA,2,1,1
"8106",2,2,2,NA,NA,1,-1,-1
"8107",-1,NA,1,NA,NA,2,2,2
"8108",2,NA,NA,NA,NA,2,1,-1
"8109",-1,-2,1,NA,NA,1,1,1
"8110",1,-1,-1,0,NA,1,-1,-1
"8111",-1,1,-1,1,NA,2,-1,-1
"8112",1,1,1,NA,1,1,1,1
"8113",-2,-1,-2,NA,NA,-1,1,0
"8114",-2,1,1,NA,NA,1,1,1
"8115",1,NA,1,NA,NA,2,1,1
"8116",-2,NA,-1,NA,NA,2,1,1
"8117",-2,1,0,NA,NA,2,2,2
"8118",2,NA,NA,1,1,1,2,1
"8119",2,1,-1,NA,NA,2,2,2
"8120",0,NA,-1,NA,NA,1,1,-2
"8121",1,NA,NA,NA,NA,1,1,2
"8122",-2,1,2,NA,NA,-2,-1,1
"8123",-2,2,2,NA,NA,2,2,-1
"8124",-2,2,NA,NA,NA,2,2,2
"8125",1,NA,NA,NA,NA,0,1,1
"8126",-1,-1,NA,1,NA,2,1,1
"8127",2,-1,1,NA,1,1,2,2
"8128",1,NA,-1,NA,NA,1,1,1
"8129",2,NA,NA,NA,NA,2,2,2
"8130",-1,0,1,-1,NA,-1,1,1
"8131",-1,2,2,NA,NA,0,1,-1
"8132",-2,2,-1,NA,NA,NA,2,2
"8133",-1,NA,-2,NA,NA,0,2,1
"8134",-2,-1,NA,NA,1,1,-1,1
"8135",1,NA,-1,NA,NA,-1,1,1
"8136",2,2,0,NA,NA,-1,2,0
"8137",-2,NA,1,NA,NA,-1,-1,NA
"8138",1,-1,NA,NA,NA,1,-1,-1
"8139",-2,-1,NA,NA,NA,-1,1,1
"8140",1,-1,-1,NA,NA,1,-1,1
"8141",-2,NA,NA,NA,NA,-1,-2,-2
"8142",2,NA,NA,NA,NA,-2,-2,-2
"8143",2,NA,NA,2,NA,-1,-2,-2
"8144",-2,NA,2,2,NA,2,2,2
"8145",-2,0,2,NA,NA,2,-2,2
"8146",-2,NA,2,NA,NA,2,-1,-2
"8147",-2,NA,NA,NA,NA,2,2,2
"8148",2,NA,2,NA,NA,2,-1,-2
"8149",-2,0,-1,NA,NA,2,-1,1
"8150",0,-1,NA,NA,NA,2,-2,-2
"8151",-2,NA,-2,NA,NA,-1,1,1
"8152",1,-1,-1,NA,NA,-1,1,1
"8153",2,NA,1,NA,NA,-1,2,2
"8154",0,2,2,NA,NA,0,2,2
"8155",2,NA,1,1,NA,-1,2,2
"8156",1,-1,1,1,NA,-1,2,2
"8157",1,NA,-1,NA,NA,-1,2,1
"8158",1,NA,-1,NA,NA,-1,2,2
"8159",-2,NA,-1,NA,NA,1,1,1
"8160",1,1,1,NA,NA,1,1,1
"8161",-2,1,1,1,NA,-1,-1,-2
"8162",-2,1,NA,NA,NA,1,1,1
"8163",2,-1,-2,NA,NA,-2,-2,-1
"8164",-2,NA,-2,-1,NA,1,1,1
"8165",1,NA,NA,NA,NA,1,1,1
"8166",0,NA,NA,NA,NA,1,1,1
"8167",-2,NA,NA,NA,NA,1,1,1
"8168",-2,1,0,NA,NA,1,1,1
"8169",1,NA,0,1,NA,-1,1,1
"8170",0,-1,-1,NA,NA,-1,1,1
"8171",-2,NA,1,NA,NA,-1,1,1
"8172",-1,-1,-1,-1,NA,-1,1,1
"8173",1,1,0,NA,1,1,1,1
"8174",-1,NA,-1,NA,NA,1,1,1
"8175",-2,1,2,1,NA,-1,1,1
"8176",-2,-1,-1,NA,NA,1,-1,-1
"8177",-2,NA,-2,NA,NA,-1,-1,-1
"8178",-2,NA,-2,NA,NA,-1,1,1
"8179",-2,-1,-1,NA,NA,-1,1,1
"8180",-2,NA,NA,NA,NA,2,2,2
"8181",-1,2,2,NA,NA,2,2,2
"8182",-2,-1,-1,2,NA,2,-2,-2
"8183",-2,-2,-2,NA,0,-2,2,-1
"8184",-2,2,NA,NA,NA,-1,2,2
"8185",1,NA,-1,NA,NA,-1,-1,-1
"8186",2,0,0,NA,NA,1,1,1
"8187",-1,NA,-1,NA,NA,2,1,1
"8188",-1,NA,0,NA,NA,1,1,1
"8189",-1,NA,0,NA,NA,2,2,2
"8190",0,1,NA,NA,NA,1,1,1
"8191",1,NA,1,NA,NA,NA,0,-2
"8192",1,NA,1,NA,NA,-1,1,-1
"8193",-1,NA,NA,NA,NA,1,1,1
"8194",-2,1,NA,NA,NA,1,1,1
"8195",1,NA,NA,NA,NA,-1,1,1
"8196",-2,NA,NA,NA,NA,NA,1,NA
"8197",1,NA,NA,NA,NA,-1,1,1
"8198",1,1,0,NA,NA,1,1,1
"8199",-2,NA,-1,NA,NA,1,1,1
"8200",-1,-1,1,NA,NA,1,1,1
"8201",1,NA,-2,NA,NA,1,1,1
"8202",1,NA,1,NA,NA,1,1,1
"8203",1,-1,1,NA,1,1,1,1
"8204",1,-1,1,1,NA,1,-1,-1
"8205",1,1,0,NA,NA,1,-2,-2
"8206",-2,-1,2,NA,NA,-1,-2,1
"8207",1,NA,2,NA,NA,-1,-1,0
"8208",-2,NA,2,NA,NA,0,0,0
"8209",1,-1,-1,NA,NA,-1,2,-1
"8210",-2,NA,NA,NA,NA,-1,2,1
"8211",2,2,2,2,NA,2,2,2
"8212",1,-1,-1,NA,NA,2,2,2
"8213",2,NA,2,NA,NA,2,2,2
"8214",2,1,NA,NA,NA,2,2,2
"8215",2,NA,NA,NA,NA,2,2,2
"8216",2,NA,2,NA,NA,2,2,2
"8217",1,-1,2,NA,NA,2,2,2
"8218",-2,NA,-1,NA,NA,2,1,1
"8219",-2,-1,-1,NA,NA,-1,1,1
"8220",1,-1,-1,2,NA,2,-1,-1
"8221",0,NA,NA,NA,NA,2,-1,-1
"8222",1,-1,NA,1,NA,-1,-1,1
"8223",2,-1,NA,NA,NA,2,2,2
"8224",-1,NA,NA,NA,NA,-1,1,1
"8225",-1,-1,NA,NA,NA,2,2,0
"8226",1,-1,2,NA,NA,0,1,-2
"8227",0,NA,NA,2,NA,2,2,-1
"8228",0,NA,NA,NA,NA,2,1,0
"8229",2,NA,NA,2,NA,2,2,2
"8230",2,-1,-1,NA,NA,0,1,2
"8231",1,1,NA,1,NA,0,-1,-1
"8232",2,NA,-1,NA,NA,-1,1,-2
"8233",0,1,0,NA,NA,1,1,1
"8234",0,1,0,NA,NA,1,2,1
"8235",0,1,NA,1,NA,-1,-2,-2
"8236",1,NA,1,NA,NA,0,1,1
"8237",0,0,NA,NA,NA,-1,0,-1
"8238",1,0,1,NA,NA,1,1,1
"8239",1,NA,-1,NA,NA,-1,1,1
"8240",0,0,-1,NA,NA,2,1,1
"8241",0,NA,-1,0,NA,2,1,0
"8242",-2,0,0,NA,NA,-1,1,0
"8243",1,NA,NA,NA,2,2,-1,-2
"8244",1,NA,NA,NA,1,1,1,1
"8245",-1,-2,NA,NA,NA,NA,0,-2
"8246",-2,-1,1,NA,NA,2,-1,-1
"8247",-2,NA,-2,NA,NA,2,1,1
"8248",-1,NA,NA,NA,NA,1,-1,-1
"8249",2,1,1,NA,NA,1,1,1
"8250",-1,-1,-2,2,NA,2,1,1
"8251",1,NA,NA,NA,NA,-1,1,1
"8252",-2,NA,1,NA,NA,-1,1,1
"8253",-2,1,NA,NA,2,1,2,2
"8254",-2,NA,-1,-1,NA,-1,1,1
"8255",2,1,1,NA,NA,-1,-1,1
"8256",2,2,-1,NA,NA,-1,1,1
"8257",1,NA,NA,1,NA,-1,-1,-1
"8258",1,NA,0,1,NA,-1,-1,-1
"8259",1,NA,1,NA,NA,-1,-1,-1
"8260",1,2,0,NA,NA,1,-1,-1
"8261",1,2,NA,NA,0,-1,-1,-1
"8262",1,2,-1,2,NA,-1,-1,-1
"8263",1,NA,0,NA,NA,2,0,0
"8264",2,NA,-1,2,NA,-1,2,2
"8265",-2,1,2,NA,NA,2,2,2
"8266",-1,NA,1,NA,NA,2,1,2
"8267",1,NA,0,NA,NA,2,1,1
"8268",-2,NA,2,NA,NA,-1,-1,1
"8269",2,NA,2,NA,NA,2,2,2
"8270",1,NA,0,NA,NA,2,-1,1
"8271",-2,-1,1,2,2,-1,1,1
"8272",-2,NA,-2,NA,NA,0,2,2
"8273",-2,-1,-1,NA,NA,-1,-1,-1
"8274",0,NA,NA,NA,NA,-2,1,1
"8275",-2,NA,NA,NA,NA,2,1,1
"8276",-2,NA,-1,-1,NA,-1,1,1
"8277",-2,NA,-1,NA,NA,1,1,1
"8278",0,2,NA,NA,NA,0,0,0
"8279",-2,NA,0,NA,NA,NA,0,0
"8280",-2,NA,-2,NA,NA,-1,0,-1
"8281",-2,NA,-1,NA,NA,-1,0,-1
"8282",0,NA,1,NA,NA,-1,1,0
"8283",-1,NA,NA,-1,NA,1,-1,-2
"8284",0,NA,NA,NA,NA,2,1,1
"8285",0,0,NA,NA,NA,NA,2,2
"8286",0,NA,NA,NA,NA,2,2,2
"8287",-2,NA,-2,NA,NA,1,1,1
"8288",-2,NA,-1,NA,NA,-1,-1,-2
"8289",1,NA,1,NA,NA,1,1,1
"8290",-2,NA,0,NA,NA,1,-1,-1
"8291",1,NA,-2,NA,NA,NA,-1,-1
"8292",1,NA,NA,NA,NA,NA,0,0
"8293",-2,NA,NA,NA,NA,-1,NA,NA
"8294",0,NA,NA,NA,1,2,1,NA
"8295",-1,1,NA,NA,NA,NA,-1,-1
"8296",-2,NA,NA,NA,NA,NA,1,1
"8297",-1,-1,1,1,NA,NA,1,1
"8298",-2,NA,NA,1,NA,1,1,-1
"8299",-2,NA,-2,1,NA,1,1,-1
"8300",-2,NA,-1,NA,NA,1,1,1
"8301",-2,NA,NA,-1,NA,-2,2,2
"8302",-2,-2,NA,NA,NA,-2,-1,-2
"8303",1,NA,NA,NA,NA,2,2,1
"8304",-2,NA,NA,NA,NA,NA,1,NA
"8305",-2,NA,NA,NA,NA,NA,2,2
"8306",1,-1,2,NA,NA,-2,2,2
"8307",-2,2,2,NA,NA,2,2,2
"8308",-2,NA,-1,-1,NA,1,1,-1
"8309",-2,NA,-1,NA,NA,1,1,1
"8310",-2,NA,NA,1,NA,1,1,NA
"8311",0,1,-2,1,NA,-1,-2,-2
"8312",1,NA,NA,NA,NA,-1,-2,-2
"8313",-2,-1,-1,NA,NA,-1,-2,-2
"8314",-1,1,-1,NA,NA,1,1,1
"8315",-2,NA,1,NA,NA,NA,-1,-1
"8316",1,-2,NA,NA,NA,1,1,-1
"8317",-1,-1,NA,NA,NA,1,-2,1
"8318",-1,-1,NA,NA,NA,1,1,1
"8319",0,-1,-2,NA,NA,1,-1,-1
"8320",1,-1,-1,1,NA,-2,1,1
"8321",1,-1,-2,1,NA,-2,-1,-2
"8322",0,NA,1,1,NA,NA,-2,-2
"8323",0,-2,NA,NA,NA,NA,-2,-2
"8324",1,-1,-2,NA,NA,-1,1,1
"8325",-2,NA,1,NA,NA,NA,1,1
"8326",-2,NA,NA,NA,NA,0,1,1
"8327",1,-1,NA,NA,NA,0,0,0
"8328",-2,-1,NA,1,NA,0,-1,-1
"8329",0,-1,NA,NA,NA,1,1,1
"8330",0,NA,0,NA,NA,-1,1,1
"8331",2,-1,1,1,NA,-1,1,1
"8332",-2,NA,1,NA,NA,1,-1,-1
"8333",-2,NA,1,NA,NA,1,1,1
"8334",-2,NA,-1,NA,NA,1,-1,-1
"8335",-1,NA,-1,NA,NA,-1,-1,-1
"8336",1,1,NA,1,NA,-1,1,1
"8337",-2,NA,1,NA,1,1,2,1
"8338",2,NA,1,NA,NA,-1,2,2
"8339",-2,NA,NA,NA,NA,NA,2,2
"8340",1,1,NA,NA,NA,-1,-1,-1
"8341",1,1,NA,2,NA,-1,-1,-1
"8342",1,NA,NA,NA,NA,2,2,2
"8343",1,NA,0,NA,NA,1,0,0
"8344",1,NA,0,NA,NA,1,-1,-1
"8345",-2,1,1,NA,NA,1,-1,-1
"8346",1,NA,NA,NA,NA,-1,-1,-1
"8347",1,0,-1,NA,0,-1,2,0
"8348",-2,NA,NA,NA,NA,2,1,1
"8349",1,1,NA,NA,NA,-1,-1,-2
"8350",2,NA,1,NA,NA,-2,-1,-1
"8351",1,1,NA,NA,NA,-1,-1,-1
"8352",1,NA,1,NA,NA,2,1,0
"8353",2,-2,1,1,NA,-2,-1,1
"8354",2,-2,2,2,NA,-2,-2,2
"8355",2,-2,1,NA,NA,-1,-1,1
"8356",-2,1,0,2,NA,2,-1,1
"8357",0,NA,0,NA,NA,-1,-1,1
"8358",1,NA,2,NA,NA,-1,1,1
"8359",1,NA,1,NA,NA,-1,1,1
"8360",1,NA,-1,0,NA,-1,-2,-2
"8361",-1,0,-1,NA,NA,0,-1,-1
"8362",-1,NA,-1,NA,NA,0,2,1
"8363",-1,-1,-1,NA,NA,-1,-1,-2
"8364",-1,-1,-1,2,NA,-1,-1,-2
"8365",-2,-1,NA,NA,NA,0,2,-1
"8366",-2,-1,1,NA,NA,0,1,0
"8367",1,NA,-1,NA,NA,1,1,1
"8368",-2,NA,-2,NA,NA,-1,-1,-1
"8369",1,-1,-1,1,NA,NA,1,1
"8370",2,-1,-2,1,NA,NA,1,-2
"8371",0,NA,NA,NA,NA,1,1,1
"8372",1,1,1,1,NA,-2,1,1
"8373",2,NA,NA,NA,NA,1,1,1
"8374",-2,-1,NA,2,NA,-1,-1,-1
"8375",-2,NA,NA,0,NA,1,1,1
"8376",1,NA,NA,NA,NA,0,-1,-1
"8377",-2,NA,NA,NA,NA,-1,1,1
"8378",-2,NA,NA,NA,NA,-1,-1,-1
"8379",0,2,NA,NA,NA,-1,-1,0
"8380",2,NA,2,NA,NA,1,2,-1
"8381",1,NA,-1,NA,NA,-1,2,-1
"8382",1,NA,0,NA,NA,-1,1,-1
"8383",0,NA,NA,NA,NA,0,2,-1
"8384",-2,0,0,NA,NA,1,1,1
"8385",0,NA,NA,NA,NA,1,-1,-2
"8386",0,NA,-2,NA,NA,NA,-2,-2
"8387",-2,1,1,NA,NA,-1,-1,-1
"8388",1,NA,-1,-1,NA,-1,1,1
"8389",2,1,-1,NA,NA,1,-1,-2
"8390",-2,1,1,NA,NA,1,1,1
"8391",2,NA,NA,NA,NA,-1,1,1
"8392",1,NA,-1,NA,NA,-1,-1,1
"8393",0,NA,-1,NA,NA,2,2,2
"8394",-2,NA,2,NA,NA,2,2,2
"8395",-2,NA,1,1,NA,2,2,2
"8396",2,-2,1,NA,NA,2,2,2
"8397",1,2,2,2,NA,2,2,2
"8398",0,NA,1,NA,NA,2,2,-1
"8399",-2,NA,-1,2,NA,2,-1,2
"8400",-2,-1,-2,NA,NA,2,2,2
"8401",0,NA,NA,NA,NA,2,-1,-2
"8402",0,NA,NA,NA,NA,2,1,1
"8403",0,NA,NA,NA,NA,2,2,2
"8404",2,NA,1,NA,NA,2,2,2
"8405",-2,1,-2,NA,NA,2,1,1
"8406",1,NA,0,NA,NA,2,1,1
"8407",2,NA,0,NA,NA,2,1,1
"8408",1,NA,-1,NA,NA,1,1,1
"8409",-2,0,NA,NA,NA,2,0,1
"8410",-2,NA,-1,NA,NA,1,-1,1
"8411",2,0,2,0,1,2,-1,1
"8412",-2,NA,NA,NA,NA,2,2,2
"8413",-2,NA,1,NA,NA,1,1,-1
"8414",2,NA,NA,NA,NA,2,1,1
"8415",2,-2,0,-1,NA,2,-1,-2
"8416",-2,1,1,NA,NA,1,1,-1
"8417",-2,NA,1,NA,NA,1,1,-1
"8418",-2,NA,NA,NA,NA,1,1,-1
"8419",-2,NA,0,NA,NA,-1,1,-1
"8420",-2,NA,NA,NA,NA,NA,-1,-1
"8421",-2,NA,-2,NA,NA,-2,-1,2
"8422",-2,NA,0,NA,NA,1,-1,2
"8423",-2,-1,2,NA,NA,1,-1,-1
"8424",-2,2,NA,NA,NA,2,-1,-1
"8425",-2,2,NA,NA,NA,2,2,2
"8426",-2,NA,NA,NA,NA,2,-1,-1
"8427",-2,NA,-1,NA,NA,1,1,1
"8428",0,NA,NA,NA,NA,1,-1,1
"8429",-2,NA,NA,-2,NA,1,-2,0
"8430",-1,-1,1,-1,NA,1,1,1
"8431",1,NA,1,NA,NA,1,2,-1
"8432",-1,1,NA,NA,NA,1,1,NA
"8433",1,NA,NA,NA,NA,1,1,1
"8434",-2,-1,0,NA,NA,1,1,1
"8435",-2,NA,-2,NA,NA,NA,-2,-2
"8436",-1,NA,NA,2,NA,NA,-1,-1
"8437",-2,NA,NA,NA,NA,1,-1,0
"8438",2,NA,2,1,NA,2,2,2
"8439",1,NA,NA,2,NA,2,1,1
"8440",0,NA,NA,0,0,0,1,0
"8441",-1,NA,1,2,NA,1,2,2
"8442",0,NA,1,1,NA,1,1,1
"8443",1,NA,1,0,NA,2,1,1
"8444",1,NA,0,1,NA,0,1,-1
"8445",0,NA,0,1,NA,0,-1,0
"8446",-1,NA,0,NA,NA,-1,0,0
"8447",2,NA,2,2,NA,1,1,1
"8448",-1,NA,-1,0,NA,0,0,0
"8449",-2,NA,NA,NA,NA,2,2,2
"8450",-1,-2,-1,NA,NA,2,2,2
"8451",2,NA,1,NA,NA,2,2,2
"8452",2,2,2,2,NA,2,2,2
"8453",1,-1,2,2,2,2,2,2
"8454",1,NA,-1,NA,NA,2,1,2
"8455",2,2,2,2,2,2,2,2
"8456",-2,-1,-1,NA,NA,-1,1,-1
"8457",2,-1,NA,NA,NA,1,1,1
"8458",1,-1,2,2,NA,1,1,1
"8459",-2,-1,-1,-1,NA,-1,-1,-2
"8460",1,NA,NA,NA,2,1,1,1
"8461",-2,NA,-1,-2,NA,1,1,1
"8462",-2,-1,NA,NA,NA,2,0,0
"8463",1,NA,1,NA,NA,1,1,1
"8464",-1,2,1,NA,NA,1,2,2
"8465",-2,-1,1,NA,NA,-1,2,-1
"8466",0,-1,2,NA,NA,2,2,2
"8467",2,NA,-1,NA,NA,2,2,2
"8468",1,1,1,NA,NA,1,-1,1
"8469",1,NA,NA,NA,NA,2,2,2
"8470",1,NA,NA,NA,NA,1,2,2
"8471",0,NA,NA,NA,NA,1,2,2
"8472",-1,1,NA,NA,NA,1,2,2
"8473",2,NA,NA,NA,NA,1,-1,NA
"8474",1,-2,-1,NA,NA,1,2,2
"8475",1,NA,1,NA,NA,2,-1,-1
"8476",-1,NA,NA,2,NA,2,2,2
"8477",-2,2,NA,NA,NA,2,NA,NA
"8478",1,-2,NA,NA,NA,2,-1,-1
"8479",2,NA,NA,2,NA,2,2,-1
"8480",-2,0,NA,NA,NA,0,-1,NA
"8481",-2,NA,0,NA,NA,-1,1,-1
"8482",-2,NA,-1,NA,NA,-1,1,-1
"8483",0,1,-1,NA,NA,1,-1,-1
"8484",0,NA,NA,NA,NA,NA,NA,NA
"8485",1,1,NA,NA,NA,-1,-1,-1
"8486",1,NA,-1,NA,NA,1,-1,-1
"8487",1,NA,1,NA,NA,NA,-1,-1
"8488",1,1,NA,1,NA,1,-1,-1
"8489",1,NA,NA,NA,NA,-1,-1,-1
"8490",1,NA,0,NA,NA,NA,-1,-1
"8491",1,NA,0,NA,NA,1,-1,1
"8492",-2,-2,-2,-2,NA,-2,2,2
"8493",-2,NA,-2,NA,NA,1,1,1
"8494",2,NA,0,2,NA,-2,1,1
"8495",1,NA,-2,NA,NA,2,2,2
"8496",1,NA,1,NA,NA,2,-1,1
"8497",-2,1,1,NA,NA,NA,-2,-2
"8498",0,NA,NA,NA,NA,-1,-2,0
"8499",-2,NA,-1,NA,NA,-2,-2,-2
"8500",-2,NA,2,NA,NA,2,2,2
"8501",-2,NA,-1,NA,NA,2,2,2
"8502",-2,NA,-2,-2,NA,2,2,2
"8503",1,NA,2,NA,NA,-1,1,1
"8504",2,NA,-1,-2,NA,-1,-1,-1
"8505",-2,NA,1,NA,NA,0,2,2
"8506",-2,NA,0,NA,NA,0,1,1
"8507",-2,NA,NA,NA,NA,0,2,2
"8508",-2,-1,NA,NA,NA,-1,-1,2
"8509",-2,-1,NA,NA,NA,NA,-1,-2
"8510",1,-1,NA,NA,NA,NA,1,1
"8511",-2,-1,NA,NA,NA,-1,-1,-1
"8512",-1,-1,NA,1,NA,0,1,1
"8513",1,2,NA,NA,NA,2,2,2
"8514",0,NA,NA,NA,NA,2,2,2
"8515",0,NA,NA,NA,NA,2,2,2
"8516",-2,-2,2,-1,NA,1,2,2
"8517",1,1,1,NA,NA,2,2,2
"8518",1,-1,-2,NA,NA,-1,2,2
"8519",-2,-2,1,NA,NA,1,2,-1
"8520",-2,1,NA,NA,NA,NA,1,1
"8521",1,NA,NA,NA,NA,1,1,1
"8522",-2,NA,1,NA,NA,1,-1,-1
"8523",1,NA,1,NA,NA,1,1,1
"8524",-2,-1,-1,1,NA,-1,1,1
"8525",1,NA,1,NA,NA,-1,1,1
"8526",0,NA,NA,NA,NA,1,1,-1
"8527",-2,NA,NA,NA,NA,-1,1,1
"8528",-2,-1,1,NA,-1,1,-1,-1
"8529",1,-1,1,1,NA,1,2,1
"8530",-2,1,1,1,NA,2,2,2
"8531",-2,NA,1,-1,NA,-1,-1,-1
"8532",1,NA,-1,2,NA,1,1,1
"8533",-2,0,NA,NA,NA,1,1,1
"8534",0,NA,NA,NA,NA,2,-1,0
"8535",0,NA,0,NA,NA,2,1,1
"8536",0,NA,NA,NA,NA,2,1,1
"8537",0,1,1,NA,NA,1,2,2
"8538",1,1,0,NA,NA,1,1,-1
"8539",-2,-1,1,NA,NA,1,-1,0
"8540",1,NA,1,NA,NA,1,-1,-1
"8541",1,1,1,NA,NA,-1,-1,-1
"8542",1,-1,1,NA,NA,1,1,1
"8543",-2,-1,1,NA,NA,-1,1,1
"8544",-2,NA,1,NA,NA,2,2,2
"8545",-2,NA,NA,NA,NA,1,-1,1
"8546",1,1,NA,NA,NA,-1,-1,-1
"8547",1,NA,NA,-1,NA,-1,-1,-1
"8548",1,NA,NA,NA,NA,-1,-1,-1
"8549",1,1,-1,NA,NA,NA,-1,-1
"8550",1,NA,0,1,NA,-1,-1,-1
"8551",1,NA,0,NA,NA,-1,-1,-1
"8552",2,2,0,NA,NA,2,2,2
"8553",-1,NA,NA,NA,NA,-1,0,0
"8554",2,2,NA,NA,NA,2,2,2
"8555",2,NA,1,2,1,-2,1,-1
"8556",1,NA,NA,NA,NA,0,2,0
