"","trust_government","health_satisfaction","transport_satisfaction","admin_satisfaction","social_satisfaction","financial_satisfaction","food_markets_satisfaction","non_food_markets_satisfaction"
"590",1,NA,NA,NA,NA,1,1,1
"591",2,1,2,NA,NA,-1,1,1
"592",-2,-2,NA,2,NA,2,2,2
"593",-2,NA,-2,NA,NA,0,2,2
"594",-2,0,0,NA,NA,2,0,0
"595",1,-1,0,NA,NA,0,1,1
"596",-1,NA,-2,NA,2,1,1,1
"597",1,NA,-1,NA,NA,2,-1,2
"598",-2,-2,1,2,NA,-1,2,2
"599",1,NA,1,NA,NA,2,2,2
"600",0,NA,-1,NA,NA,-1,1,1
"601",-2,-2,-2,NA,NA,2,-1,1
"602",1,1,1,NA,NA,1,2,0
"603",-1,1,-2,2,NA,2,-2,2
"604",-1,2,NA,NA,NA,2,2,0
"605",-1,NA,-2,NA,NA,1,-1,-1
"606",1,1,NA,NA,NA,2,2,2
"607",2,NA,1,NA,NA,2,2,2
"608",1,-2,NA,-2,NA,2,2,2
"609",2,-1,1,NA,NA,1,1,1
"610",-2,-2,2,NA,NA,2,2,2
"611",2,NA,2,1,NA,2,2,2
"612",-2,-2,NA,NA,2,1,-1,-1
"613",-2,NA,-2,NA,NA,2,1,-1
"614",-1,NA,2,NA,2,2,-2,-2
"615",-2,NA,-2,2,2,2,2,-1
"616",1,-2,NA,NA,NA,2,2,1
"617",-2,-2,1,NA,NA,-1,-1,-1
"618",1,NA,1,NA,NA,-1,1,1
"619",1,NA,-2,0,1,0,0,2
"620",0,NA,1,-1,NA,2,1,1
"621",1,-1,1,NA,NA,1,2,2
"622",0,NA,-1,NA,NA,1,1,1
"623",1,NA,0,NA,NA,0,2,1
"624",0,1,-1,-1,NA,2,2,2
"625",0,1,1,NA,1,0,-1,-1
"626",1,-2,2,NA,NA,NA,1,1
"627",-1,2,1,NA,2,2,1,1
"628",2,NA,-1,NA,NA,-1,0,1
"629",-2,NA,-1,NA,NA,1,1,1
"630",0,2,-2,NA,NA,2,-1,1
"631",-2,NA,NA,-2,NA,1,2,2
"632",-1,NA,0,NA,NA,2,2,2
"633",1,-1,1,NA,NA,0,-1,-1
"634",1,2,2,NA,NA,2,-1,1
"635",1,NA,1,NA,NA,2,1,2
"636",0,0,NA,NA,2,2,0,0
"637",1,NA,0,NA,NA,2,2,1
"638",-2,NA,0,-1,NA,0,1,-1
"639",2,-1,NA,NA,NA,1,1,1
"640",-2,2,1,NA,NA,1,1,1
"641",1,0,0,NA,NA,2,2,NA
"642",-2,-1,NA,NA,NA,1,1,1
"643",-2,-1,NA,NA,NA,-1,-1,-1
"644",1,0,1,NA,NA,1,1,1
"645",1,NA,1,NA,NA,1,2,2
"646",-1,NA,1,NA,NA,2,1,1
"647",2,1,1,NA,-1,-1,-1,-1
"648",0,NA,1,NA,NA,2,2,2
"649",-2,2,-2,NA,2,-1,1,1
"650",1,-1,-1,2,NA,2,-1,-1
"651",0,-1,-1,NA,NA,-1,-1,-1
"652",0,NA,-1,NA,NA,-1,-1,-1
"653",-2,NA,-1,NA,NA,0,-1,-1
"654",2,-1,-1,NA,NA,-1,-1,-1
"655",1,-2,NA,NA,NA,2,2,2
"656",-2,NA,1,2,NA,-1,2,2
"657",-1,NA,1,NA,1,2,1,1
"658",1,NA,NA,1,NA,2,1,1
"659",-1,NA,1,NA,NA,2,1,1
"660",2,1,1,NA,NA,2,1,1
"661",-2,NA,0,1,NA,2,2,2
"662",1,NA,-1,NA,NA,-1,1,1
"663",2,NA,-1,1,NA,1,2,2
"664",2,NA,1,NA,NA,1,1,1
"665",-2,0,1,NA,NA,2,0,0
"666",-1,NA,-1,NA,NA,1,1,1
"667",1,1,1,NA,NA,1,1,-1
"668",-1,NA,NA,NA,NA,2,1,1
"669",2,NA,2,NA,2,2,2,2
"670",-2,-2,2,2,NA,2,2,2
"671",1,NA,1,NA,NA,2,-1,-1
"672",-2,NA,-2,NA,NA,2,1,1
"673",-1,1,NA,NA,NA,NA,1,0
"674",1,-1,1,NA,NA,1,2,1
"675",-2,-1,0,NA,NA,2,2,2
"676",1,1,1,NA,NA,2,2,2
"677",-2,NA,NA,NA,NA,2,2,2
"678",2,NA,1,NA,NA,1,1,1
"679",1,NA,1,NA,2,2,2,2
"680",1,NA,1,2,NA,2,-2,-1
"681",2,1,NA,NA,2,1,-1,-1
"682",1,2,1,2,NA,2,1,2
"683",-2,NA,1,1,NA,1,-1,1
"684",0,-2,NA,NA,NA,2,1,1
"685",1,-1,NA,NA,NA,-1,-1,-1
"686",-2,NA,1,NA,NA,2,2,2
"687",1,-2,NA,-2,NA,-1,2,2
"688",1,NA,-1,NA,NA,-1,1,1
"689",1,NA,1,NA,NA,2,-1,-1
"690",-2,NA,NA,NA,2,2,-2,1
"691",-1,1,-1,NA,0,2,1,2
"692",-2,NA,0,NA,NA,2,0,0
"693",2,-1,NA,1,NA,1,1,1
"694",-2,NA,-1,NA,NA,1,2,2
"695",1,NA,1,2,NA,2,-1,-1
"696",-2,-1,NA,NA,NA,0,-1,-1
"697",0,NA,0,2,NA,-2,2,1
"698",1,-2,1,NA,NA,-1,1,1
"699",-2,-1,1,NA,NA,1,1,-1
"700",-2,-2,NA,NA,NA,0,2,2
"701",2,NA,NA,NA,NA,2,-1,-1
"702",-2,NA,NA,1,NA,2,2,2
"703",1,NA,NA,NA,1,2,2,2
"704",2,-1,NA,NA,-1,-1,-1,-1
"705",-2,-1,-1,NA,NA,-1,-1,-1
"706",1,NA,-1,NA,-1,-1,1,-1
"707",0,NA,NA,NA,NA,NA,0,-1
"708",2,-1,-1,1,NA,1,2,2
"709",-2,2,NA,NA,NA,2,1,1
"710",0,NA,0,NA,NA,2,2,1
"711",-2,NA,2,NA,NA,-1,1,1
"712",-2,NA,2,NA,NA,1,2,2
"713",1,NA,NA,NA,NA,NA,-1,-1
"714",1,1,1,NA,NA,2,1,2
"715",2,NA,NA,NA,NA,0,-1,-1
"716",-2,NA,NA,NA,NA,NA,0,0
"717",1,NA,-1,2,1,2,1,1
"718",-2,NA,NA,NA,NA,2,1,2
"719",1,NA,2,NA,NA,2,2,-1
"720",0,1,-2,NA,NA,-2,1,1
"721",-1,-1,NA,NA,NA,-2,2,NA
"722",-2,NA,NA,NA,NA,-1,1,1
"723",1,NA,NA,NA,NA,NA,1,0
"724",-1,NA,1,1,NA,1,2,2
"725",-2,NA,NA,NA,NA,0,2,2
"726",0,NA,2,NA,NA,2,2,-1
"727",-2,NA,NA,NA,NA,2,-1,-1
"728",-2,NA,2,NA,NA,0,2,2
"729",1,NA,-1,2,1,2,1,1
"730",-2,NA,NA,NA,0,NA,NA,NA
"731",-2,NA,1,NA,NA,-1,1,-2
"732",-2,-1,-1,-1,NA,-1,-1,-1
"733",1,NA,1,NA,NA,2,2,2
"734",-2,NA,0,NA,NA,2,2,2
"735",2,NA,NA,NA,NA,NA,1,-1
"736",0,-1,1,NA,NA,2,1,1
"737",-2,NA,NA,NA,NA,0,2,2
"738",-2,NA,2,NA,NA,0,2,1
"739",-2,-1,-1,NA,NA,-1,-1,-1
"740",-2,-1,NA,-1,NA,NA,-1,-1
"741",1,-1,1,NA,NA,-1,1,1
"742",-2,-1,-1,NA,1,-1,-1,-1
"743",-2,NA,0,NA,NA,2,2,2
"744",-1,2,1,-1,NA,NA,1,1
"745",-2,NA,-2,-2,NA,NA,-1,-2
"746",0,NA,-1,NA,NA,NA,1,1
"747",0,-1,0,NA,NA,NA,1,1
"748",-2,NA,-1,NA,NA,NA,-1,-1
"749",-1,NA,-1,NA,NA,NA,1,1
"750",-2,NA,-1,NA,NA,NA,1,1
"751",-2,-1,-2,NA,NA,-2,1,1
"752",-2,NA,NA,NA,NA,1,-1,-1
"753",1,NA,1,NA,NA,2,2,2
"754",-2,-2,2,2,NA,2,-2,2
"755",1,NA,1,NA,NA,2,2,-1
"756",1,NA,0,NA,NA,-1,-1,-1
"757",1,0,-1,NA,NA,-2,-1,-1
"758",1,NA,-1,NA,NA,-1,2,2
"759",1,NA,0,NA,NA,0,-1,-1
"760",1,0,0,NA,NA,0,-1,-1
"761",1,1,-1,NA,NA,0,-1,0
"762",0,NA,1,1,NA,2,2,2
"763",-1,NA,0,NA,NA,2,1,1
"764",-2,NA,NA,NA,NA,2,2,NA
"765",-2,1,NA,NA,NA,NA,1,-1
"766",1,NA,1,NA,NA,2,2,2
"767",-2,-1,-2,NA,NA,-2,-2,-2
"768",-2,NA,NA,NA,NA,NA,1,0
"769",2,2,NA,2,NA,2,2,2
"770",-2,NA,-1,NA,NA,NA,0,-1
"771",-2,NA,1,NA,NA,1,1,1
"772",-2,NA,1,NA,NA,-2,1,1
"773",-2,NA,1,NA,NA,1,1,1
"774",-2,NA,-1,NA,NA,-1,1,1
"775",-2,NA,-1,-1,NA,-1,1,1
"776",-2,NA,-1,-1,NA,-1,1,1
"777",0,NA,NA,NA,NA,NA,1,-1
"778",-2,NA,1,2,NA,2,2,2
"779",0,0,0,NA,NA,-1,-1,-1
"780",1,1,0,NA,NA,0,-1,-1
"781",-1,-1,1,NA,NA,2,2,2
"782",2,NA,-2,NA,NA,2,2,2
"783",-2,NA,NA,NA,NA,NA,0,0
"784",2,1,NA,NA,NA,0,-1,-1
"785",0,-1,1,NA,NA,2,2,2
"786",-2,NA,NA,NA,NA,2,1,1
"787",1,-1,0,-2,NA,-2,2,2
"788",2,-1,2,NA,NA,0,2,2
"789",2,NA,1,1,NA,2,1,1
"790",1,-1,NA,1,NA,1,1,1
"791",-2,NA,-2,NA,NA,1,-1,NA
"792",2,NA,NA,NA,NA,1,1,1
"793",1,NA,NA,NA,2,2,2,2
"794",1,1,0,NA,NA,1,1,NA
"795",1,-1,-1,NA,NA,2,2,-1
"796",1,NA,0,NA,NA,0,-1,-1
"797",1,NA,-1,NA,NA,-1,-1,-1
"798",1,1,-1,NA,NA,-1,-1,-1
"799",-2,2,NA,NA,NA,2,2,1
"800",1,NA,NA,NA,NA,1,1,1
"801",-2,-1,-2,NA,NA,-1,-1,-1
"802",1,NA,NA,1,NA,-1,2,-1
"803",-2,NA,0,NA,NA,0,2,0
"804",1,NA,NA,NA,1,1,1,1
"805",1,1,NA,1,NA,NA,1,1
"806",-2,-1,-1,NA,NA,2,1,1
"807",1,-1,NA,NA,NA,2,2,2
"808",2,-2,NA,NA,2,2,1,1
"809",1,NA,-1,NA,NA,1,1,1
"810",0,-2,-2,NA,NA,2,0,0
"811",-2,NA,-1,2,NA,2,2,2
"812",-2,1,-2,NA,2,2,1,1
"813",-1,NA,NA,NA,NA,1,2,2
"814",1,NA,-2,NA,NA,-2,1,-1
"815",-2,2,2,NA,NA,2,2,2
"816",-2,-1,-1,0,NA,-1,-1,-1
"817",1,NA,NA,NA,NA,0,1,1
"818",1,NA,2,-1,NA,2,1,1
"819",1,-2,1,NA,NA,2,2,2
"820",1,NA,NA,NA,NA,-1,-1,-1
"821",0,NA,-2,NA,NA,2,-1,0
"822",-2,-1,-2,NA,NA,2,1,1
"823",1,1,1,NA,2,2,1,1
"824",1,-2,NA,-2,NA,2,2,2
"825",-2,NA,NA,-2,-2,0,2,1
"826",2,NA,-2,NA,NA,1,2,2
"827",1,NA,NA,NA,NA,2,2,2
"828",1,NA,-2,-1,NA,-1,2,2
"829",1,-1,1,NA,0,0,-1,0
"830",-1,NA,1,NA,NA,2,-1,-1
"831",1,-1,1,NA,-1,-1,-1,-1
"832",-1,1,NA,2,NA,-1,1,1
"833",1,NA,-1,NA,NA,2,2,2
"834",-1,NA,1,NA,NA,1,1,1
"835",1,NA,2,NA,NA,2,2,2
"836",1,1,0,2,2,1,2,2
"837",2,1,-2,NA,NA,-1,1,0
"838",2,NA,1,NA,NA,1,-1,-1
"839",1,2,1,NA,NA,1,2,2
"840",-2,NA,2,2,NA,2,1,1
"841",-2,NA,-2,1,NA,-1,-1,-1
"842",2,-1,-1,NA,-1,-1,-1,-1
"843",1,-1,-2,NA,NA,-1,2,-1
"844",-2,NA,-2,NA,NA,2,1,2
"845",-2,1,NA,NA,NA,NA,-1,-1
"846",-1,NA,NA,NA,NA,-1,2,2
"847",1,NA,1,NA,NA,2,1,1
"848",-2,-1,NA,NA,NA,1,1,1
"849",-2,0,NA,NA,NA,NA,1,0
"850",2,-1,-1,1,0,1,-1,1
"851",0,-1,0,2,NA,2,2,2
"852",-1,NA,-1,NA,NA,2,1,1
"853",2,-1,NA,NA,NA,2,2,-1
"854",-2,NA,-1,1,NA,2,1,1
"855",1,-1,-1,NA,NA,2,1,1
"856",-2,NA,1,NA,NA,2,2,2
"857",-2,NA,1,NA,NA,2,2,2
"858",-2,NA,-1,1,NA,2,-1,-1
"859",1,-1,1,1,NA,2,2,2
"860",0,0,NA,NA,NA,NA,1,1
"861",-1,NA,1,NA,NA,-2,-1,-1
"862",1,-1,1,NA,NA,-1,1,1
"863",1,-1,-1,NA,NA,-2,-1,-1
"864",-2,2,-1,-1,NA,2,2,2
"865",1,2,NA,NA,NA,-1,-1,-1
"866",-2,1,NA,NA,NA,2,-1,-1
"867",-2,1,NA,2,NA,2,-1,-1
"868",-2,-1,NA,NA,NA,1,1,1
"869",1,0,-1,NA,NA,2,2,2
"870",1,NA,-1,NA,NA,1,1,1
"871",-2,NA,NA,NA,NA,1,1,-2
"872",-1,2,NA,2,NA,2,2,2
"873",0,NA,0,2,0,2,2,2
"874",-1,NA,0,NA,NA,-1,0,0
"875",2,2,2,NA,NA,2,2,-2
"876",-2,-1,1,NA,1,-1,-1,-1
"877",1,NA,1,NA,NA,1,1,1
"878",-2,NA,0,NA,NA,1,-1,1
"879",0,NA,-1,-1,NA,-1,-1,-1
"880",-2,-2,-2,-2,NA,0,2,-2
"881",2,2,2,2,NA,2,2,2
"882",2,NA,NA,NA,0,0,-1,-1
"883",1,NA,2,NA,NA,2,-2,-2
"884",2,NA,1,NA,NA,0,2,1
"885",-2,NA,-2,NA,NA,1,1,1
"886",-2,-1,NA,NA,0,1,1,1
"887",2,2,1,NA,NA,-2,2,1
"888",1,1,1,1,NA,-1,1,1
"889",2,1,NA,2,NA,1,-1,-1
"890",-2,2,0,NA,NA,-1,-1,-1
"891",-2,-1,0,NA,NA,1,-1,-1
"892",0,NA,NA,NA,NA,2,2,2
"893",2,NA,NA,2,NA,2,2,2
"894",0,NA,-1,NA,NA,-1,1,1
"895",1,1,1,1,NA,-1,2,-1
"896",2,NA,1,NA,NA,2,2,2
"897",1,NA,1,NA,NA,2,-1,-1
"898",-2,NA,-1,NA,NA,2,1,1
"899",-2,-2,NA,NA,NA,1,2,2
"900",1,NA,2,NA,NA,2,2,2
"901",-1,-2,1,NA,NA,2,2,2
"902",0,1,-1,NA,NA,1,1,1
"903",2,NA,1,NA,NA,1,2,2
"904",2,1,1,1,NA,-1,2,2
"905",1,NA,NA,NA,NA,-1,1,1
"906",2,2,2,NA,NA,2,2,2
"907",1,-1,1,-1,NA,-1,2,2
"908",-1,2,NA,NA,NA,2,2,2
"909",-2,NA,NA,1,NA,1,2,2
"910",-2,NA,NA,NA,NA,1,1,2
"911",-2,NA,NA,2,2,2,2,2
"912",-2,NA,-2,NA,NA,2,-1,2
"913",-2,NA,NA,1,NA,1,1,1
"914",1,NA,1,NA,NA,-1,2,2
"915",-2,NA,2,NA,NA,1,1,-2
"916",1,NA,NA,NA,NA,1,2,2
"917",2,NA,-1,NA,NA,2,-2,1
"918",-2,1,0,NA,NA,2,2,2
"919",-2,-2,-1,-2,NA,0,-1,NA
"920",-2,NA,1,NA,NA,2,1,1
"921",2,NA,NA,NA,NA,0,1,1
"922",-1,-1,-1,NA,NA,-1,2,2
"923",-1,NA,NA,2,NA,2,1,1
"924",-2,NA,0,NA,NA,-2,2,2
"925",0,0,1,NA,2,0,2,NA
"926",1,NA,-1,NA,NA,2,-1,-2
"927",0,NA,NA,NA,NA,0,-1,0
"928",-2,NA,NA,NA,NA,2,2,2
"929",2,2,NA,2,NA,2,-1,2
"930",-2,1,NA,NA,NA,1,2,2
"931",-2,1,-1,-1,NA,-1,-1,-1
"932",2,NA,NA,NA,NA,0,0,0
"933",-2,NA,NA,NA,NA,2,2,2
"934",0,NA,-1,NA,NA,-1,-1,-1
"935",-1,NA,-1,NA,NA,-1,1,1
"936",1,-1,-1,NA,NA,0,0,0
"937",-2,-2,-2,1,NA,-1,1,1
"938",0,NA,NA,NA,2,2,2,2
"939",1,1,1,NA,NA,NA,1,-1
"940",-1,NA,NA,NA,NA,2,2,2
"941",2,-1,1,NA,NA,2,1,1
"942",1,-1,-1,NA,NA,2,-1,-1
"943",1,-1,-1,NA,NA,-1,1,1
"944",1,NA,1,NA,NA,2,2,2
"945",1,-1,-1,NA,NA,2,2,2
"946",0,NA,1,NA,NA,0,1,1
"947",0,NA,0,NA,NA,1,2,0
"948",1,NA,NA,NA,NA,NA,2,2
"949",1,NA,0,1,NA,2,1,-1
"950",-2,NA,1,NA,NA,2,1,0
"951",-1,-2,NA,-2,NA,-2,2,2
"952",2,1,1,NA,NA,2,2,2
"953",2,1,-1,2,NA,1,2,2
"954",2,NA,-1,NA,NA,1,2,1
"955",2,NA,-1,NA,NA,1,1,1
"956",2,-1,-1,NA,NA,1,1,1
"957",2,NA,-1,NA,2,1,1,1
"958",2,NA,-1,NA,1,2,-1,0
"959",-2,0,2,NA,NA,2,2,2
"960",1,NA,1,NA,NA,2,2,2
"961",1,-2,NA,1,NA,1,1,1
"962",-2,-1,-1,NA,NA,0,0,0
"963",0,NA,NA,NA,2,0,1,0
"964",0,NA,1,NA,NA,1,-1,0
"965",0,-1,-1,NA,NA,NA,1,1
"966",-1,NA,NA,NA,NA,0,2,2
"967",-2,NA,0,NA,NA,2,2,2
"968",-1,-2,1,NA,NA,1,1,-2
"969",1,NA,-2,NA,NA,-1,-1,-1
"970",0,NA,1,NA,NA,1,1,-1
"971",1,NA,-2,NA,NA,1,1,-1
"972",1,-2,-1,NA,1,1,1,-1
"973",-2,1,2,NA,NA,2,1,1
"974",0,1,-1,1,NA,1,1,1
"975",1,NA,1,NA,NA,1,1,1
"976",-2,NA,-1,-1,NA,1,1,-1
"977",-1,NA,1,NA,NA,2,1,-1
"978",-2,NA,1,1,NA,NA,-1,-1
"979",1,NA,-1,NA,NA,0,-1,-1
"980",1,NA,0,NA,NA,0,2,2
"981",0,0,0,NA,NA,-1,-1,-1
"982",1,NA,0,NA,NA,0,-1,-1
"983",0,NA,NA,NA,NA,0,-1,-1
"984",-2,0,-1,NA,NA,-1,1,1
"985",2,-1,-1,2,NA,1,-1,1
"986",-2,NA,NA,NA,NA,2,2,2
"987",0,NA,1,NA,NA,2,-1,-1
"988",0,NA,NA,NA,NA,-1,2,2
"989",0,NA,-1,NA,NA,1,2,2
"990",-2,-2,-2,NA,NA,0,-1,0
"991",-2,1,0,-1,NA,1,1,1
"992",2,-1,1,NA,1,2,-1,-1
"993",0,1,0,NA,NA,-1,2,2
"994",-2,-2,-1,NA,NA,2,1,-2
"995",-2,NA,-2,NA,NA,2,0,0
"996",2,0,1,NA,1,1,-1,-1
"997",2,NA,1,2,2,2,1,1
"998",1,-2,1,NA,NA,-1,0,1
"999",2,1,2,2,NA,1,-1,-1
"1000",0,1,-1,NA,NA,1,1,1
"1001",-1,1,-1,1,NA,-1,-1,-1
"1002",-2,-1,NA,2,NA,-1,2,1
"1003",1,-2,1,NA,NA,1,1,-1
"1004",2,NA,1,NA,NA,2,1,1
"1005",-2,2,2,0,NA,2,2,2
"1006",-1,1,1,NA,NA,1,1,1
"1007",-2,0,-1,NA,NA,1,-1,-1
"1008",1,2,2,NA,NA,2,2,-2
"1009",2,0,-1,NA,NA,-1,1,1
"1010",2,NA,1,NA,NA,1,-1,-1
"1011",-2,NA,-1,NA,1,1,-1,-1
"1012",-2,NA,2,NA,NA,-1,1,-1
"1013",2,0,NA,NA,1,2,1,1
"1014",-2,NA,1,NA,NA,1,-1,-1
"1015",1,-1,NA,1,NA,-1,-1,-1
"1016",1,NA,0,NA,NA,1,1,1
"1017",-2,NA,-1,NA,NA,1,-1,-1
"1018",1,1,NA,1,NA,1,2,2
"1019",-2,-1,1,NA,NA,1,2,2
"1020",-1,1,1,2,NA,2,1,1
"1021",2,1,1,NA,NA,1,-1,0
"1022",-1,-1,-1,NA,-1,1,1,-1
"1023",-2,NA,-1,NA,NA,1,2,2
"1024",2,0,2,NA,2,2,0,0
"1025",-2,NA,NA,NA,NA,-1,-1,-1
"1026",1,-1,-2,NA,NA,1,-1,-2
"1027",-2,NA,2,NA,NA,2,0,0
"1028",-1,NA,-1,NA,NA,1,-1,0
"1029",2,NA,NA,NA,NA,1,1,1
"1030",2,NA,1,NA,NA,2,2,2
"1031",1,1,NA,NA,NA,-1,1,1
"1032",1,1,1,-1,NA,1,-1,1
"1033",2,NA,NA,1,NA,1,2,2
"1034",1,NA,NA,2,2,1,2,1
"1035",0,NA,2,2,2,2,2,0
"1036",0,NA,2,NA,NA,-2,-2,-2
"1037",-1,NA,-1,NA,NA,1,1,-1
"1038",-2,-1,1,NA,NA,2,-1,1
"1039",1,1,-1,-1,NA,1,1,-1
"1040",2,1,NA,NA,NA,2,2,1
"1041",2,-1,-1,NA,0,1,-1,-1
"1042",1,NA,2,1,NA,2,-1,-2
"1043",-2,1,NA,1,NA,1,1,1
"1044",2,2,2,2,NA,NA,2,1
"1045",-2,2,2,NA,2,-2,2,-2
"1046",1,NA,NA,NA,NA,0,-1,0
"1047",-1,NA,NA,NA,NA,2,1,1
"1048",-2,NA,NA,NA,NA,2,1,1
"1049",1,-1,-2,NA,NA,1,2,1
"1050",-2,-1,0,NA,NA,2,2,-1
"1051",2,NA,NA,NA,NA,2,2,2
"1052",1,NA,1,NA,NA,1,-1,0
"1053",-2,-2,2,NA,NA,2,2,-2
"1054",0,NA,1,2,NA,1,2,2
"1055",-2,2,1,NA,NA,2,2,2
"1056",0,NA,1,NA,NA,NA,1,1
"1057",0,NA,NA,NA,1,2,NA,NA
"1058",0,NA,0,NA,NA,-1,0,0
"1059",-1,NA,1,NA,NA,1,1,1
"1060",-2,1,1,NA,NA,1,1,1
"1061",1,NA,-1,NA,NA,-1,-1,-1
"1062",1,NA,0,NA,NA,-1,2,2
"1063",1,NA,0,NA,NA,-1,-1,-1
"1064",1,NA,0,NA,NA,-1,-1,-1
"1065",1,NA,0,NA,NA,0,-1,-1
"1066",0,NA,0,NA,NA,-1,-1,-1
"1067",1,-2,2,NA,NA,0,1,1
"1068",-2,NA,NA,NA,NA,1,-1,0
"1069",1,NA,1,NA,NA,1,1,1
"1070",-1,NA,NA,NA,NA,1,0,0
"1071",2,NA,NA,NA,NA,0,1,1
"1072",2,-1,NA,NA,NA,-1,-1,-1
"1073",-2,NA,NA,NA,NA,2,1,1
"1074",-2,-1,NA,1,NA,1,-1,1
"1075",1,NA,1,NA,NA,2,1,1
"1076",-2,1,1,NA,NA,1,1,1
"1077",-1,-1,2,-2,NA,2,1,1
"1078",2,NA,NA,NA,NA,NA,-2,-2
"1079",-1,NA,1,NA,NA,NA,-2,-2
"1080",2,NA,1,2,NA,-2,2,-1
"1081",-2,NA,-1,-2,NA,-1,1,1
"1082",-2,NA,1,NA,NA,1,2,-1
"1083",1,-2,NA,NA,NA,2,-2,-2
"1084",0,-1,NA,NA,-1,0,-1,-1
"1085",2,NA,2,2,NA,2,1,1
"1086",-2,-1,NA,1,NA,1,1,1
"1087",1,NA,1,1,NA,1,1,1
"1088",-2,NA,-1,NA,NA,1,2,1
"1089",1,1,1,2,NA,1,1,1
"1090",-2,-1,-1,NA,NA,1,-1,-1
"1091",-1,1,-2,NA,NA,2,-1,-1
"1092",2,1,0,NA,NA,1,1,-1
"1093",1,NA,-1,NA,NA,1,2,2
"1094",-2,1,NA,NA,NA,2,1,1
"1095",1,-1,-1,NA,NA,1,0,0
"1096",-2,NA,NA,NA,NA,2,-2,-1
"1097",0,-1,-2,1,NA,-1,-1,-1
"1098",-1,1,-2,NA,NA,-1,-2,-2
"1099",-1,-2,-2,NA,NA,NA,-2,-2
"1100",-2,NA,-2,NA,NA,-2,-1,-1
"1101",-1,NA,-2,NA,NA,1,1,1
"1102",-2,NA,1,NA,NA,1,1,1
"1103",2,NA,1,NA,1,2,0,0
"1104",1,NA,-1,NA,NA,0,1,1
"1105",-2,NA,0,NA,NA,NA,-2,-2
"1106",1,-1,0,NA,NA,NA,-2,-2
"1107",-2,0,-2,-2,NA,-2,-2,-1
"1108",1,NA,0,NA,NA,0,-1,0
"1109",1,2,-1,-1,NA,2,2,1
"1110",2,NA,2,2,NA,2,2,2
"1111",-2,NA,NA,-2,NA,-1,-1,-2
"1112",-2,-2,NA,-2,NA,-2,-2,0
"1113",-2,1,-1,NA,NA,1,1,1
"1114",2,NA,1,1,NA,1,1,1
"1115",0,NA,1,NA,NA,-1,-1,-1
"1116",-2,NA,-1,NA,NA,1,2,2
"1117",-2,NA,-2,1,NA,-2,1,1
"1118",-2,NA,0,NA,NA,0,1,NA
"1119",2,2,-2,-2,NA,2,-1,-1
"1120",-2,NA,1,NA,NA,2,2,2
"1121",-1,1,1,NA,NA,-1,1,1
"1122",-2,-1,NA,NA,NA,-1,1,1
"1123",2,NA,-1,NA,NA,2,1,1
"1124",0,-1,1,NA,NA,0,-1,-1
"1125",-1,NA,1,NA,NA,0,-1,-1
"1126",-1,NA,1,NA,NA,NA,-1,-1
"1127",1,NA,2,NA,NA,-1,-1,0
"1128",-1,NA,0,NA,NA,-2,0,-1
"1129",-2,-1,1,NA,NA,-1,1,1
"1130",-1,NA,-1,NA,NA,NA,1,1
"1131",-2,NA,0,NA,NA,-1,1,1
"1132",-2,NA,NA,NA,NA,2,1,1
"1133",-2,NA,-1,NA,NA,0,-1,-1
"1134",0,-1,1,NA,NA,2,1,1
"1135",2,NA,-1,NA,NA,2,2,2
"1136",2,NA,-1,NA,NA,2,-1,-1
"1137",1,-1,-1,NA,NA,2,-1,1
"1138",1,NA,-1,-1,NA,2,1,1
"1139",1,NA,1,NA,NA,2,-1,-1
"1140",0,-1,-1,NA,NA,2,1,1
"1141",1,-1,1,1,NA,2,2,2
"1142",1,1,1,2,NA,2,2,2
"1143",2,NA,NA,NA,NA,-1,1,1
"1144",-2,NA,NA,NA,NA,-2,1,1
"1145",0,NA,-2,NA,NA,1,-1,-1
"1146",2,-1,NA,2,2,2,-1,-1
"1147",2,NA,NA,NA,NA,2,2,2
"1148",2,NA,2,NA,NA,1,2,2
"1149",-2,NA,NA,NA,NA,2,-1,2
"1150",1,2,1,NA,NA,2,1,1
"1151",1,2,NA,NA,NA,1,-1,-1
"1152",2,-1,-2,NA,NA,-2,1,1
"1153",1,1,-1,NA,NA,-1,1,1
"1154",2,NA,NA,NA,NA,2,2,2
"1155",-2,NA,1,NA,NA,1,2,2
"1156",-2,NA,2,NA,NA,2,1,1
"1157",-2,NA,2,NA,NA,2,2,2
"1158",0,-2,2,-1,NA,2,2,2
"1159",-2,NA,-2,2,NA,2,-2,-2
"1160",-2,2,NA,NA,NA,2,2,2
"1161",1,NA,0,NA,NA,-1,-1,-1
"1162",0,NA,-1,NA,NA,-1,-1,-1
"1163",1,NA,0,NA,NA,-1,-1,-1
"1164",-1,NA,0,NA,NA,NA,-1,-1
"1165",1,NA,1,NA,NA,-1,-1,-1
"1166",1,NA,0,NA,NA,0,-1,-1
"1167",1,NA,1,NA,NA,-1,1,1
"1168",-1,NA,-1,1,NA,1,1,1
"1169",-1,NA,NA,NA,NA,2,2,2
"1170",1,2,1,2,NA,1,2,2
"1171",-1,NA,2,NA,NA,-1,2,2
"1172",1,NA,NA,NA,NA,-1,1,1
"1173",1,NA,-2,NA,NA,1,2,2
"1174",2,NA,-1,NA,NA,-1,1,1
"1175",-2,NA,-1,NA,NA,-1,2,2
